110070		999000.0		0.0437288290849
110071		1000000.0		0.025791879669
110302		999500.0		999500.0
110305		958500.0		958500.0
110351		100000.0		100000.0
110401		17463500.0		17463500.0
129170		2997500.0		2997500.0
129171		2992000.0		2992000.0
129178		2991500.0		2991500.0
129200		2997000.0		2997000.0
129201		2991500.0		2991500.0
129202		2996500.0		2996500.0
129203		2999000.0		2999000.0
129204		999500.0		999500.0
129205		980000.0		980000.0
129206		989000.0		989000.0
129207		99500.0		99500.0
129208		99500.0		99500.0
147910		45000.0		45000.0
147911		2998000.0		299273662.509
147912		500000.0		12493650.5486
147913		499500.0		22539407.0753
147914		477000.0		15963506.1215
147915		499000.0		6120669.82832
147916		493500.0		4593644.0159
147917		497000.0		497000.0
167740		497000.0		147038.50117
167741		494500.0		147405.601083
167742		995000.0		529315.20111
167743		499500.0		147871.101177
167744		498000.0		141748.101123
167745		989500.0		526453.901105
167746		500000.0		147834.001178
167747		500000.0		145892.30111
167748		499500.0		265897.500557
167749		500000.0		136496.501223
167750		149500.0		68126.4002182
167751		150000.0		81029.5001658
167752		499500.0		136496.30122
167753		150000.0		67994.6002202
167754		150000.0		80922.900166
167755		499500.0		136242.201222
167756		150000.0		68008.4002208
167757		149500.0		80424.6001662
167758		999000.0		270870.802452
167759		298500.0		134312.000443
167760		299500.0		159110.400339
167761		349500.0		74520.3009957
167762		350000.0		79707.7009466
167763		985500.0		244154.70247
167764		345500.0		73654.3009844
167765		350000.0		79523.5009485
167766		500000.0		123829.601253
167767		349500.0		74541.6009955
167768		349500.0		79565.1009456
167769		999500.0		247527.702506
167770		198000.0		40805.4005781
167771		200000.0		42714.7005691
167772		398000.0		90666.4010762
167773		349500.0		72024.9010205
167774		344000.0		73348.30098
167775		999500.0		227855.202701
167776		200000.0		41213.500584
167777		199927.0		42644.6005694
167778		400000.0		91135.4010815
167779		399500.0		81043.9011792
167780		99500.0		20515.3002904
167781		200000.0		43148.2005648
167782		199500.0		40457.700589
167783		199000.0		40998.5005812
167784		399500.0		86251.0011275
167785		399500.0		81003.4011796
167786		100000.0		20604.800292
167787		200000.0		43180.6005645
167788		10000.0		2016.20002964
167789		10000.0		2028.80002952
167790		40000.0		8360.60011563
167792		100000.0		20298.5002951
167794		10000.0		2019.80002961
167795		10000.0		2033.90002947
167796		40000.0		8366.60011557
167797		300000.0		63489.3008594
167798		99500.0		23434.3002614
167800		299500.0		63431.0008575
167801		100000.0		23520.2002631
167802		99500.0		24772.3002481
167803		299500.0		63491.9008569
167804		99500.0		23480.500261
167805		100000.0		24911.9002492
167806		799500.0		169288.502289
167807		200000.0		47122.3005253
167808		200000.0		49751.5004992
167809		200000.0		41203.3005841
167810		50000.0		10984.3001392
167811		50000.0		11429.2001348
167812		199500.0		41065.800583
167813		50000.0		10976.5001393
167814		50000.0		11415.400135
167815		200000.0		41165.5005845
167816		50000.0		10982.2001393
167817		50000.0		11439.7001347
167818		399500.0		82248.1011673
167819		75000.0		16438.8002092
167820		75000.0		17136.9002023
167821		99000.0		20068.5002924
167822		40000.0		8413.7001151
167823		40000.0		8658.50011267
167824		100000.0		20276.6002953
167825		40000.0		8395.10011528
167826		40000.0		8662.40011263
167827		99500.0		20155.000294
167828		40000.0		8383.1001154
167829		40000.0		8661.20011264
167830		799000.0		161912.00236
167831		100000.0		20989.1002882
167832		400000.0		86498.0011275
167833		9500.0		1914.10002817
167834		10000.0		2048.60002932
167835		40000.0		8387.30011536
167836		10000.0		2014.40002966
167837		10000.0		2060.00002921
167838		40000.0		8373.5001155
167839		10000.0		2014.10002966
167840		10000.0		2056.40002924
167841		40000.0		8395.40011528
167842		40000.0		8056.10011865
167843		40000.0		8219.90011702
167844		150000.0		31399.2004331
180534		350000.0		78882.1009548
180535		347500.0		86755.4008642
180536		499000.0		136630.701121
180537		10000.0		2246.00002736
180538		10000.0		2484.50002499
180539		40000.0		10949.3000899
180540		995000.0		224329.002714
180541		349500.0		87074.100871
180542		349000.0		95585.6007839
191199		10000.0		10000.0
191200		10000.0		10000.0
191201		10000.0		10000.0
191202		10000.0		10000.0
191203		10000.0		10000.0
191204		10000.0		10000.0
191207		10000.0		10000.0
191208		10000.0		10000.0
191211		10000.0		10000.0
191212		10000.0		10000.0
191213		5000.0		5000.0
191214		5000.0		5000.0
191215		10000.0		10000.0
191216		5000.0		5000.0
191217		5000.0		5000.0
191218		10000.0		10000.0
191222		5000.0		5000.0
191223		5000.0		5000.0
191224		10000.0		10000.0
191225		5000.0		5000.0
191226		5000.0		5000.0
191227		10000.0		10000.0
191228		10000.0		10000.0
191229		10000.0		10000.0
191230		10000.0		10000.0
191231		10000.0		10000.0
191232		10000.0		10000.0
191233		10000.0		10000.0
191234		10000.0		10000.0
191235		10000.0		10000.0
191236		5000.0		5000.0
191237		5000.0		5000.0
191238		10000.0		10000.0
191239		5000.0		5000.0
191240		5000.0		5000.0
191241		10000.0		10000.0
